Year,Month,mean,sd,skewness,kurtosis,contrast,dissimilarity,homogeneity,ASM,entropy,energy,lag1_mean,lag2_mean,lag3_mean,lag4_mean
1998,12,-9.554388,0.11064469,-0.726075155579288,-0.387263718350884,0.0,0.0,1.0,1.0,-0.0,1.0,-9.216518,-8.90189,-9.218892,-9.162403
1999,1,-10.429328,0.15176734,-0.514478334667916,-1.3775942343323035,0.0,0.0,1.0,1.0,-0.0,1.0,-9.554388,-9.216518,-8.90189,-9.218892
1999,2,-10.569876,0.14592804,-0.46161358404445435,-1.3115240420720002,0.0,0.0,1.0,1.0,-0.0,1.0,-10.429328,-9.554388,-9.216518,-8.90189
1999,3,-10.779939,0.119912505,-0.4516259464495029,-1.197936621849881,0.0,0.0,1.0,1.0,-0.0,1.0,-10.569876,-10.429328,-9.554388,-9.216518
1999,4,-10.402733,0.15742569,-0.6421429871185006,-1.250650418140889,0.0,0.0,1.0,1.0,-0.0,1.0,-10.779939,-10.569876,-10.429328,-9.554388
1999,5,-9.529279,0.09052666,-0.740412595836526,-0.9586553389751891,0.0,0.0,1.0,1.0,-0.0,1.0,-10.402733,-10.779939,-10.569876,-10.429328
1999,6,-9.918904,0.16773699,-0.03280825694112372,-1.252986371868641,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-9.529279,-10.402733,-10.779939,-10.569876
1999,7,-9.478629,0.11308991,-0.24586057414246199,-1.0805825851490838,0.0,0.0,1.0,1.0,-0.0,1.0,-9.918904,-9.529279,-10.402733,-10.779939
1999,8,-9.324717,0.10130791,0.030708943635251916,-1.4354756164810227,0.0,0.0,1.0,1.0,-0.0,1.0,-9.478629,-9.918904,-9.529279,-10.402733
1999,9,-9.411791,0.122387975,-0.2411032659968344,-1.3629883925350288,0.0,0.0,1.0,1.0,-0.0,1.0,-9.324717,-9.478629,-9.918904,-9.529279
1999,10,-8.906304,0.09587044,-0.36770166529126413,-1.3305093262043695,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-9.411791,-9.324717,-9.478629,-9.918904
1999,11,-9.396419,0.092009276,-0.5179488521752644,-1.4791520491417496,0.0,0.0,1.0,1.0,-0.0,1.0,-8.906304,-9.411791,-9.324717,-9.478629
1999,12,-9.514708,0.11974735,-0.23650433655354394,-1.2897687621288636,0.0,0.0,1.0,1.0,-0.0,1.0,-9.396419,-8.906304,-9.411791,-9.324717
2000,1,-10.451477,0.1736959,-0.4203580419618886,-1.4517979124579619,0.0,0.0,1.0,1.0,-0.0,1.0,-9.514708,-9.396419,-8.906304,-9.411791
2000,2,-10.437413,0.13737729,-0.3874526857307687,-1.443599795256214,0.0,0.0,1.0,1.0,-0.0,1.0,-10.451477,-9.514708,-9.396419,-8.906304
2000,3,-10.49286,0.13812737,-0.3019792730504266,-1.4239712808709815,0.0,0.0,1.0,1.0,-0.0,1.0,-10.437413,-10.451477,-9.514708,-9.396419
2000,4,-10.179628,0.124521665,-0.059924618750763284,-1.4970869189861866,0.0,0.0,1.0,1.0,-0.0,1.0,-10.49286,-10.437413,-10.451477,-9.514708
2000,5,-9.86985,0.15685624,-0.2321356955951643,-1.3761545041395522,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-10.179628,-10.49286,-10.437413,-10.451477
2000,6,-9.681883,0.07038794,-0.18530662275314091,-1.3118264350319315,0.0,0.0,1.0,1.0,-0.0,1.0,-9.86985,-10.179628,-10.49286,-10.437413
2000,7,-9.399787,0.05839928,-0.39417645701388837,-0.7890718785226687,0.0,0.0,1.0,1.0,-0.0,1.0,-9.681883,-9.86985,-10.179628,-10.49286
2000,8,-8.962953,0.07750361,-0.13752677655769896,-1.2945893572037683,0.0,0.0,1.0,0.5555555555555556,0.9182958340544896,0.7453559924999299,-9.399787,-9.681883,-9.86985,-10.179628
2000,9,-8.8485365,0.07318851,-0.23823230534757583,-1.2159800640609406,0.0,0.0,1.0,1.0,-0.0,1.0,-8.962953,-9.399787,-9.681883,-9.86985
2000,10,-8.854921,0.1319433,-0.17936024029160125,-1.1960955644599631,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.7083333333333334,0.8166890883150209,0.8416254115301732,-8.8485365,-8.962953,-9.399787,-9.681883
2000,11,-9.591574,0.086974435,-0.24249181394199437,-1.3890621921434132,0.0,0.0,1.0,1.0,-0.0,1.0,-8.854921,-8.8485365,-8.962953,-9.399787
2000,12,-10.051356,0.09468536,-0.5056206254239919,-1.3326411098352469,0.5000000000000001,0.5000000000000001,0.7500000000000001,0.26388888888888895,1.9591479170272448,0.5137011669140814,-9.591574,-8.854921,-8.8485365,-8.962953
2001,1,-10.957194,0.2738428,-0.8685713266576547,0.041264398160925975,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.375,1.6258145836939115,0.6123724356957945,,,,
2001,2,-11.099858,0.27707386,-0.7133328918217923,-0.3965954917954013,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.2777777777777778,1.9182958340544896,0.5270462766947299,-10.957194,,,
2001,3,-11.101193,0.2847194,-0.7197546859069893,-0.5121925186525225,0.3333333333333333,0.3333333333333333,0.8333333333333333,0.2777777777777778,1.9182958340544896,0.5270462766947299,-11.099858,-10.957194,,
2001,4,-10.627938,0.26140776,-0.5140451952550794,-0.6260054530365444,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.7083333333333334,0.8166890883150209,0.8416254115301732,-11.101193,-11.099858,-10.957194,
