date,mean,sd,skewness,kurtosis,contrast,dissimilarity,homogeneity,ASM,entropy,energy,lag1_mean,lag2_mean,lag3_mean,lag4_mean
2016-09-01,-10.896261,1.4376253,1.3932266950128243,1.0351913746264518,0.3846153846153846,0.3516483516483516,0.8274725274725275,0.15763494747011228,3.4591669869627024,0.39703267808848214,-8.672026,-10.375372,-10.018663,-10.671452
2016-12-01,-9.52065,1.0769527,1.6236122221572509,1.7214885616397773,0.2637362637362637,0.2637362637362637,0.8681318681318682,0.21585557299843017,2.8182134159828793,0.4646025968485649,-10.896261,-8.672026,-10.375372,-10.018663
2017-01-01,-10.274275,1.414078,1.378652198717062,0.9576896083213375,0.3241758241758242,0.3021978021978022,0.8510989010989012,0.18921325926820434,3.096910710720566,0.43498650469664496,-9.52065,-10.896261,-8.672026,-10.375372
2017-05-01,-8.641305,1.0642053,1.6008924198221686,1.6255770801944802,0.2417582417582418,0.2417582417582418,0.8791208791208793,0.29332206255283194,2.542497667189879,0.5415921551802906,-10.274275,-9.52065,-10.896261,-8.672026
2017-09-01,-10.485631,1.388541,1.3632996840274112,0.9646958235504517,0.3406593406593407,0.29670329670329676,0.8560439560439561,0.21814998188624568,2.971707254677226,0.4670652865352398,-8.641305,-10.274275,-9.52065,-10.896261
2017-12-01,-9.003812,1.01022,1.6893698658052438,1.8516712100702755,0.22527472527472528,0.21428571428571427,0.8939560439560439,0.4263373988648715,2.2231255057690946,0.6529451729394066,-10.485631,-8.641305,-10.274275,-9.52065
2018-01-01,-10.086236,1.3650064,1.367019733158029,0.904505657646689,0.34065934065934067,0.32967032967032966,0.8362637362637362,0.16062371694239827,3.263877631437168,0.4007788878451537,-9.003812,-10.485631,-8.641305,-10.274275
2018-05-01,-8.589442,1.1659712,1.489240993637418,1.187612945297225,0.2857142857142857,0.2857142857142857,0.8571428571428572,0.23191643521313848,2.819120600528834,0.48157702936616326,-10.086236,-9.003812,-10.485631,-8.641305
2018-09-01,-10.147452,1.3230577,1.4201073002009115,1.0522226484414228,0.3131868131868132,0.3021978021978022,0.85,0.1799299601497404,3.1516257621424715,0.42418151792568753,-8.589442,-10.086236,-9.003812,-10.485631
2018-12-01,-9.535081,1.2116119,1.4520028622516405,1.087266216498783,0.29120879120879123,0.29120879120879123,0.8543956043956045,0.22972768989252507,2.8072573939845116,0.4792991653367707,-10.147452,-8.589442,-10.086236,-9.003812
2019-01-01,-10.485279,1.6211914,1.188247772656886,0.48620865909625355,0.36813186813186816,0.3351648351648352,0.8357142857142857,0.12842651853640866,3.590988872420652,0.358366458442205,-9.535081,-10.147452,-8.589442,-10.086236
2019-05-01,-8.4082,1.159707,1.5046030222028663,1.2102806709639298,0.2912087912087912,0.2802197802197802,0.860989010989011,0.2053495954594856,2.8830329898258675,0.4531551560552805,-10.485279,-9.535081,-10.147452,-8.589442
2019-09-01,-10.424994,1.5841284,1.1911475186329903,0.4860239133465054,0.38461538461538464,0.3626373626373626,0.8208791208791208,0.13229078613693998,3.5898192687271773,0.363718003591986,-8.4082,-10.485279,-9.535081,-10.147452
2019-12-01,-8.336468,1.0640758,1.6429911359656333,1.5885013279863625,0.2692307692307693,0.2692307692307693,0.8653846153846154,0.2592531095278348,2.742349725085674,0.5091690382651275,-10.424994,-8.4082,-10.485279,-9.535081
2020-01-01,-9.749444,1.4225177,1.3726083590710059,0.8209545510607321,0.41758241758241754,0.37362637362637363,0.8175824175824177,0.21627822726723825,3.240337407227571,0.4650572300988753,-8.336468,-10.424994,-8.4082,-10.485279
2020-05-01,-8.021471,1.1604781,1.5490486684599707,1.3782075414171722,0.27472527472527475,0.26373626373626374,0.8692307692307693,0.3427877067986958,2.574519419796574,0.5854807484441276,-9.749444,-8.336468,-10.424994,-8.4082
2020-09-01,-9.946132,1.4347045,1.361228674204199,0.8514445153047876,0.3626373626373627,0.3406593406593407,0.831868131868132,0.1581028861248642,3.3771958411301455,0.39762153629407976,-8.021471,-9.749444,-8.336468,-10.424994
2020-12-01,-8.669486,1.1274843,1.5592212189441044,1.3433214208962472,0.25824175824175827,0.25824175824175827,0.8708791208791209,0.3065300084530854,2.5567960347129524,0.5536515225781334,-9.946132,-8.021471,-9.749444,-8.336468
